,countries,Funding,counts
11386,Japan,Mylan EPD Co.,1
11387,Japan,NIDDK Diabetes Research Center,1
11388,Japan,NIDEK,1
11389,Japan,"NIDEK Co., Ltd.",1
11390,Japan,NIH,1
11391,Japan,"NIH National Eye Institute, Neurotech, Opthea",1
11392,Japan,"NIHR Leicester Biomedical Research Centre, Leicester BRC",1
11393,Japan,NIPRO,3
11394,Japan,NOBORI,1
11395,Japan,NOVARTIS Foundation  for the Promotion of Science,1
11396,Japan,Na-katomi Foundation,1
11397,Japan,Nagao Memorial Fund,1
11398,Japan,Nagoya City University,3
11399,Japan,Nagoya University Graduate School of Medicine,1
11400,Japan,"Nagoya University Hospital, NUH",2
11401,Japan,Naito Foundation,3
11402,Japan,Nakatomi Foundation,2
11403,Japan,Naoyuki Takashima and Hirotsugu Ueshima,1
11404,Japan,National Cancer Center,1
11405,Japan,"National Cancer Institute, NCI",3
11406,Japan,National Cardiovascular Center,1
11407,Japan,"National Center for Advancing Translational Sciences, NCATS",3
11408,Japan,"National Center for Child Health and Development, NCCHD",1
11409,Japan,"National Center for Global Health and Medicine, NCGM",1
11410,Japan,National Center for Research Resources for the General Clinical Research Center,1
11411,Japan,"National Center for Research Resources, NCRR",2
11412,Japan,"National Cerebral and Cardiovascular Center, NCVC",1
11413,Japan,National Defense Medical College Hospital,1
11414,Japan,"National Defense Medical College, NDMC",1
11415,Japan,National Eye Institute of the NIH,1
11416,Japan,"National Eye Institute, NEI",24
11417,Japan,National Health and Medical Research Council of Australia,1
11418,Japan,"National Health and Medical Research Council, NHMRC",4
11419,Japan,National Heart Foundation of Australia,1
11420,Japan,"National Heart, Lung, and Blood Institute, NHLBI",4
11421,Japan,"National Human Genome Research Institute, NHGRI",1
11422,Japan,"National Institute for Health Research, NIHR",2
11423,Japan,"National Institute for Health and Care Research, NIHR",3
11424,Japan,"National Institute of Allergy and Infectious Diseases, NIAID",1
11425,Japan,"National Institute of Biomedical Imaging and Bioengineering, NIBIB",1
11426,Japan,"National Institute of Child Health and Human Development, NICHD",1
11427,Japan,"National Institute of Dental and Craniofacial Research, NIDCR",1
11428,Japan,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",11
11429,Japan,"National Institute of General Medical Sciences, NIGMS",1
11430,Japan,"National Institute of Neurological Disorders and Stroke, NINDS",1
11431,Japan,"National Institute on Aging, NIA",2
11432,Japan,"National Institute on Minority Health and Health Disparities, NIMHD",1
11433,Japan,National Institutes of Biomedical Innovation,1
11434,Japan,"National Institutes of Health, NIH",29
11435,Japan,National Institutes of Health/NIDDK,1
11436,Japan,National InstitutesofHealth,1
11437,Japan,"National Key Research and Development Program of China, NKRDPC",1
11438,Japan,"National Medical Research Council, NMRC",1
11439,Japan,"National Natural Science Foundation of China, NSFC",7
11440,Japan,National Ophthalmic Research Institute,1
11441,Japan,"National Research Council of Thailand, NRCT",1
11442,Japan,"National Research Foundation of Korea, NRF",2
11443,Japan,"National Science Council, NSC",1
11444,Japan,National Science F ounda tion of China,1
11445,Japan,Natural Science Foundation of Beijing Municipality,3
11446,Japan,Natural Science Foundation of Hunan Province,1
11447,Japan,Natural Science Foundation of Hunan Province,2
11448,Japan,"Natural Sciences and Engineering Research Council of Canada, NSERC",1
11449,Japan,"Nederlandse Organisatie voor Wetenschappelijk Onderzoek, NWO",1
11450,Japan,Netherlands Organization for Scientific Research,1
11451,Japan,"New Energy and Industrial Technology Development Organization, NEDO",2
11452,Japan,New Zealand College of Ophthalmologists,1
11453,Japan,"Nidek Medical Products, Inc.",1
11454,Japan,"Nidek, Inc.",1
11455,Japan,"Nihon Medi-Physics, NMP",1
11456,Japan,Nihon-Boehringer Ingelheim,1
11457,Japan,"Nikkiso Co., Ltd.",1
11458,Japan,Nippon Boehringer Ingelheim,2
11459,Japan,"Nippon Boehringer Ingelheim Co., Ltd",2
11460,Japan,"Nippon Boehringer Ingelheim Co., Ltd.",1
11461,Japan,"Nippon Boehringer Ingelheim Co., Ltd. or Eli Lilly Japan K.K",1
11462,Japan,"Nippon Chemiphar Co., Ltd.",1
11463,Japan,Nippon Chemiphar Company Ltd,1
11464,Japan,Nippon Medical School,1
11465,Japan,Nippon Shinyaku,1
11466,Japan,Nippon Suisan Co. Ltd.,1
11467,Japan,Nipro,3
11468,Japan,Nipro Corporation,1
11469,Japan,Nitten Pharmaceutical,1
11470,Japan,Nitto Boseki Co. Ltd.,1
11471,Japan,Nitto Foundation,1
11472,Japan,Nobuhisa Mizuno and Hirofumi Fukumoto,1
11473,Japan,Non-profit Central Research Institute Fund of Chinese Academy of Medical Sciences,1
11474,Japan,Novartis,17
11475,Japan,"Novartis , Alcon , and Santen",1
11476,Japan,"Novartis , Santen",1
11477,Japan,Novartis Healthcare Pvt. Ltd.,1
11478,Japan,Novartis Hellas,1
11479,Japan,Novartis Pharma,7
11480,Japan,Novartis Pharma K.K.,15
11481,Japan,"Novartis Pharma K.K. , Alcon , Otsuka , Senju",1
11482,Japan,"Novartis Pharma K.K. , Alcon , Santen",1
11483,Japan,"Novartis Pharma K.K. , Bayer",1
11484,Japan,"Novartis Pharma K.K. , Bayer , Alcon , Otsuka",1
11485,Japan,"Novartis Pharma K.K. , Chengdu Kanghong Biotechnology",1
11486,Japan,"Novartis Pharma K.K. , Santen",1
11487,Japan,Novartis Pharma K.K. Sanofi K.K.,1
11488,Japan,Novartis Pharma Research Grants,2
11489,Japan,Novartis Pharmaceuticals Corp.,1
11490,Japan,"Novartis Pharmaceuticals Corporation, NPC",1
11491,Japan,Novartis Phrama K.K.,1
11492,Japan,Novo Nordisk,20
11493,Japan,"Novo Nordisk Fonden, NNF",2
11494,Japan,Novo Nordisk Pharma,15
11495,Japan,Nukada Institute for Medical and Biological Research,1
11496,Japan,Nuovo Ospedale Santa Chiara,1
11497,Japan,Nyurguyana Grigoryeva,1
11498,Japan,OFD,1
11499,Japan,"ONL Therapeutics, ONL",2
11500,Japan,OSU Eye Physicians & Surgeons,1
11501,Japan,Oak Forest,1
11502,Japan,"Office of Research and Development, ORD",2
11503,Japan,Oishi Kenko Inc.,1
11504,Japan,Okayama Medical Foundation,1
11505,Japan,Okayama University Hospital,1
11506,Japan,Okinawa Science & Technology Innovation System,1
11507,Japan,"Oklahoma Center for the Advancement of Science and Technology, OCAST",1
11508,Japan,Omron Healthcare,1
11509,Japan,Ono Medical Research Foundation,2
11510,Japan,Ono Pharma,1
11511,Japan,Ono Pharma Co.,1
11512,Japan,Ono Pharma Co. Ltd.,1
11513,Japan,Ono Pharmaceutical,20
11514,Japan,Ophthalmic Consultants of Long Island,1
11515,Japan,"Ophthalmic Research Institute of Australia, ORIA",1
11516,Japan,Ophthalmology Department,1
11517,Japan,Ophthalmology Foundation,1
11518,Japan,Organización Médica de Investigación,1
11519,Japan,Osaka General Medical Center,1
11520,Japan,Osaka Police Hospital,1
11521,Japan,"Osaka University, OU",3
11522,Japan,Otsuka,3
11523,Japan,"Otsuka America, OAI",3
11524,Japan,"Otsuka Pharma Co., Ltd.",1
11525,Japan,"Otsuka Pharmaceutical, OPC",11
11526,Japan,PERU,1
11527,Japan,PFIS,1
11528,Japan,"Pan-American Association of Ophthalmology, PAAO",1
11529,Japan,"Peking Union Medical College Hospital, PUMCH",1
11530,Japan,Pentagram Eye Hospital,1
11531,Japan,Peptides and medical uses thereof,1
11532,Japan,Petach Tikva,1
11533,Japan,Pfizer,10
11534,Japan,"Pfizer , Bayer",1
11535,Japan,Pfizer Japan,5
11536,Japan,Pharmaceutical Collaborative Innovation Research Project of Beijing Science and Technology Commission,2
11537,Japan,Piedmont Eye Center,1
11538,Japan,"Platform for Drug Discovery, Informatics, and Structural Life Science",1
11539,Japan,PolyPhotonix,2
11540,Japan,Porto Alegre,1
11541,Japan,"Primate Research Institute, Kyoto University",1
11542,Japan,Procter and Gamble Health,1
11543,Japan,"Procter and Gamble, P&G",1
11544,Japan,Prudential,1
11545,Japan,Puravida Technologies LLC.,1
11546,Japan,Päivikki ja Sakari Sohlbergin Säätiö,1
11547,Japan,Queen Elizabeth II Health Sciences Centre,1
11548,Japan,Queen Mary Hospital,1
11549,Japan,"Queen's University Belfast, QUB",1
11550,Japan,RIKEN,1
11551,Japan,Recens Medical,2
11552,Japan,RecerCaixa Foundation,1
11553,Japan,Regenerative Patch Technologies,1
11554,Japan,Regeneron Pharmaceuticals,1
11555,Japan,Region Skåne,1
11556,Japan,Regione Toscana,2
11557,Japan,"Research Foundation for Healthy Aging, and Health, Labour and Welfare Sciences Research",1
11558,Japan,"Research Institute for Sustainable Humanosphere, Kyoto University, RISH",1
11559,Japan,Research and Development grants for Lifestyle-related Diseases including Cardiovascular Diseases and Diabetes Mellitus,1
11560,Japan,Research and Development grants for Lifestyle‐related Diseases including Cardiovascular Diseases and Diabetes Mellitus,1
11561,Japan,"Research to Prevent Blindness, RPB",9
11562,Japan,Retina Consultants San Diego,1
11563,Japan,Retina Consultants of Orange County,1
11564,Japan,Retina Institute of Virginia,1
11565,Japan,Retinal Research Institute LLC,1
11566,Japan,Rinku General Medical Center,1
11567,Japan,Robert Machemer Foundation,1
11568,Japan,Roche,6
11569,Japan,"Roche Diabetes Care, RDC",1
11570,Japan,Roche Ltd.,1
11571,Japan,"Royal Australian and New Zealand College of Ophthalmologists, RANZCO",1
11572,Japan,"Royal Bank of Canada, RBC",1
11573,Japan,Royal College of Ophthalmologists of Thailand,1
11574,Japan,Royal Oak,1
11575,Japan,Royal Victoria Hospital,1
11576,Japan,Royal Victoria Infirmary,1
11577,Japan,S.I. Nishikawa,1
11578,Japan,SENJU,1
11579,Japan,SENSHIN Medical Research Foundation,3
11580,Japan,"SENSHIN Medical Research Foundation, SMRF",1
11581,Japan,SFR Cancer Lille,1
11582,Japan,SIMPLEX QUANTUM,1
11583,Japan,SOD,1
11584,Japan,Sadhu Sanchayita,1
11585,Japan,Saga University,1
11586,Japan,Saitama Medical University,1
11587,Japan,Samsung Medical Center,1
11588,Japan,Sanofi,18
11589,Japan,"Sanofi Genzyme, Genzyme Corp.",1
11590,Japan,Sanofi Hong Kong,1
11591,Japan,Sanofi K.K.,15
11592,Japan,Sanofi K.K. Sanwa Kagaku Kenkyusho Co. Ltd,1
11593,Japan,Sanofi K.K. Sumitomo Dainippon Co. Ltd,1
11594,Japan,Sanofi K.K. Tomoyuki Inoue was an employee of Sanofi K.K.,1
11595,Japan,Sanofi-Aventis K.K.,1
11596,Japan,Sanofi K.K.,1
11597,Japan,Sant Cugat del Vallès,1
11598,Japan,Santen,13
11599,Japan,"Santen Pharmaceutical Co., Ltd.",2
11600,Japan,Santo André,1
11601,Japan,Sasagawa Scientific Research,1
11602,Japan,Satomi Izumi,1
11603,Japan,"Saveetha Dental College, SDC",1
11604,Japan,Sayaka Oshio,1
11605,Japan,"School Nutrition Foundation, SN",1
11606,Japan,"School of Medicine, Johns Hopkins University, SOM, JHU",1
11607,Japan,Schulak Family Gift Fund for Retinal Research,1
11608,Japan,"Sci ence, and Technol ogy",1
11609,Japan,Science and Technology Planning Project of Guangdong Province,1
11610,Japan,Science and Technology Program of Hunan Province,2
11611,Japan,Scientific Research Project of Hunan Provincial Health Commission,3
11612,Japan,"Secretaria Nacional de Ciencia y Tecnología, SENACYT",1
11613,Japan,"Secretaría Nacional de Ciencia, Tecnología e Innovación, SENACYT",1
11614,Japan,Senju Pharmaceutical,2
11615,Japan,Senju Pharmaceutical Co Ltd,1
11616,Japan,Senju Pharmaceutical Co. Ltd. and,1
11617,Japan,"Senju Pharmaceutical Co., Ltd.",2
11618,Japan,Senjyu Pharma,2
11619,Japan,"Senjyu Pharmaceutical Co, Ltd.",1
11620,Japan,"Senjyu Pharmaceutical Co., Ltd.",2
11621,Japan,"Seoul National University Bundang Hospital, SNUBH",1
11622,Japan,Servicio de Oftalmologia,1
11623,Japan,Servicio de Oftalmología,1
11624,Japan,Servier,2
11625,Japan,"Seventh Framework Programme, FP7",1
11626,Japan,Shiga Medical Association,1
11627,Japan,"Shiga University of Medical Science, SUMS",6
11628,Japan,Shigenaga Clinic,1
11629,Japan,"Shinshu University, Shindai",1
11630,Japan,Shionogi,8
11631,Japan,Shionogi & Company,1
11632,Japan,"Shionogi and Co., Ltd",1
11633,Japan,Sierra Eye Associates,1
11634,Japan,"Singapore Eye Research Institute, Singapore",1
11635,Japan,Sistema Nacional de Investigaci?n,1
11636,Japan,"Sistema Nacional de Investigadores, SNI",1
11637,Japan,Socialdepartementet,1
11638,Japan,Soiken Holdings Inc.,1
11639,Japan,Soiken Inc.,1
11640,Japan,"Soiken, Inc.",1
11641,Japan,"Southampton Eye Unit, Southampton",1
11642,Japan,Southern California Diabetes Endocrinology Research Center,1
11643,Japan,Southern California Diabetes Research Center,1
11644,Japan,Southern Pines,1
11645,Japan,Southern Vitreoretinal Association,1
11646,Japan,Spanish Neonatal Society,1
11647,Japan,Spanish ‘Ministerio de Educación y Ciencia,1
11648,Japan,Specialized Eye Hospital for Active Treatment,1
11649,Japan,Specialized Hospital for Active Treatment of Eye Diseases,1
11650,Japan,St Marianna University School of Medicine Hospital,1
11651,Japan,St. Luke's Medical Center,1
11652,Japan,St. Marianna University School of Medicine,1
11653,Japan,Sucampo Pharmaceuticals,1
11654,Japan,Sugita Eye Hospital,1
11655,Japan,Sumitomo Dainippon Co. Ltd,1
11656,Japan,Sumitomo Foundation,1
11657,Japan,Sumitomo Pharma Co. Ltd.,1
11658,Japan,Sunstar Foundation,1
11659,Japan,Suzuken Memorial Foundation,4
11660,Japan,Swedish Freemasons Foundation,1
11661,Japan,Swedish Neonatal Quality Register,1
11662,Japan,"Swine Innovation Porc, SIP",2
11663,Japan,Switzerland Ophthalmology Society,1
11664,Japan,Sysmex Corp.,1
11665,Japan,Sysmex Corporation,2
11666,Japan,São Paulo,1
11667,Japan,TIS Inc,1
11668,Japan,TIS Inc.,1
11669,Japan,TMFC,1
11670,Japan,"Taichung Veterans General Hospital, Taichung, Taiwan",1
11671,Japan,Taiho Pharmaceutical,1
11672,Japan,Tailor-Made Medical Treatment Program,1
11673,Japan,Taipei Veterans General Hospital,1
11674,Japan,"Taisho Pharma Co., Ltd.",2
11675,Japan,Taisho Pharmaceutical Co.,2
11676,Japan,Taisho Pharmaceutical Co. Ltd.,1
11677,Japan,"Taisho Pharmaceutical Co., Ltd.",9
11678,Japan,Taisho Toyama Pharma,1
11679,Japan,Taisho Toyama Pharma.,1
11680,Japan,Taisho Toyama Pharmaceutical Company,12
11681,Japan,Taiyo Kagaku Co. Ltd.,1
11682,Japan,Takeda Medical Research Foundation,3
11683,Japan,"Takeda Pharma Co., Ltd.",2
11684,Japan,Takeda Pharmaceutical Company,1
11685,Japan,"Takeda Pharmaceutical Company, TPC",26
11686,Japan,"Takeda Pharmaceuticals North America, TPNA",3
11687,Japan,"Takeda Pharmaceuticals U.S.A., TPUSA",1
11688,Japan,Takeda Science Foundation,7
11689,Japan,"Takeda Science Foundation, TSF",6
11690,Japan,Takumi Information Technology Inc.,2
11691,Japan,Tamura Science and Technology Foundation,1
11692,Japan,Tanabe-Mitsubishi,1
11693,Japan,Taoyuan District Agricultural Research and Extension Station,1
11694,Japan,Teijin Home Healthcare,1
11695,Japan,Teijin Limited,1
11696,Japan,Teijin Pharma,6
11697,Japan,Teijin Pharma Ltd,1
11698,Japan,Teijin Pharma Ltd.,1
11699,Japan,Tenovus,1
11700,Japan,Terumo,6
11701,Japan,"Terumo Co., Ltd.",1
11702,Japan,Terumo Corp.,1
11703,Japan,Tetsuyuki Yasuda,1
11704,Japan,Thai Government Research Fund,1
11705,Japan,"Thailand Science Research and Innovation, TSRI",3
11706,Japan,Thammasat Eye Center,1
11707,Japan,The Public Trust Fund For Clinical Cancer Research,1
11708,Japan,"ThinkSCIENCE, Inc.",1
11709,Japan,Tohoku Medical Megabank Organization,1
11710,Japan,Tohoku University,1
11711,Japan,Tohoku University Graduate School of Medicine,1
11712,Japan,Tokushima Data Service Co. Ltd.,1
11713,Japan,Tokushima University Hospital,1
11714,Japan,Tokyo Medical University Hachioji Medical Center,1
11715,Japan,Tokyo Metropolitan Institute of Medical Science,1
11716,Japan,Tokyo Women's Medical University Hospital,1
11717,Japan,"Tokyo Women's Medical University, TWMU",2
11718,Japan,Tomey Corporation,2
11719,Japan,"Topcon Co., Ltd.",1
11720,Japan,"Topcon Corporation, TOPCF",1
11721,Japan,Topcon Medical Systems Inc,1
11722,Japan,"Topcon Medical Systems, Inc.",1
11723,Japan,"Topcon Medical Sytems, Inc.",1
11724,Japan,Topcon and Japan Society for the Promotion of Science,1
11725,Japan,"Toray Medical Co., Ltd",1
11726,Japan,Torii Pharmaceutical,4
11727,Japan,Tougaloo College,1
11728,Japan,"Towa Pharmaceutical Co., Ltd.",1
11729,Japan,Trust Medical,1
11730,Japan,"U.S. Department of Health and Human Services, HHS",1
11731,Japan,"U.S. Department of Veterans Affairs, VA",2
11732,Japan,"U.S. Food and Drug Administration, FDA",1
11733,Japan,U.S. copyright laws,1
11734,Japan,UAB Cochrane Musculoskeletal Group Satellite Center on Network Meta-analysis,1
11735,Japan,UAB Comprehensive Diabetes Center,1
11736,Japan,UAB Comprehensive Neuroscience Center,1
11737,Japan,UC Davis Eye Center,1
11738,Japan,"UCL Institute of Ophthalmology, University College London",1
11739,Japan,UNITED KINGDOM,1
11740,Japan,"UO Oculistica Universitaria, Pisa",1
11741,Japan,UOSD,1
11742,Japan,US Department of Veterans Affairs Office of Research and Development,1
11743,Japan,Uehara Memorial Foundation,5
11744,Japan,"Uehara Memorial Foundation, UMF",1
11745,Japan,Unilever,1
11746,Japan,"Universidad Complutense de Madrid, UCM",1
11747,Japan,"Universidade Federal do Rio Grande do Sul, UFRGS",1
11748,Japan,University Hospital Southampton NHS Foundation Trust,1
11749,Japan,"University Hospitals Bristol NHS Foundation Trust, UHBW",1
11750,Japan,"University of British Columbia, UBC",1
11751,Japan,"University of California Institute for Mexico and the United States, UC MEXUS",1
11752,Japan,"University of Cumbria, UoC",1
11753,Japan,University of Manchester,1
11754,Japan,"University of Maryland, UMD",1
11755,Japan,University of Melbourne,1
11756,Japan,"University of Miami, UM",1
11757,Japan,"University of Michigan, U-M",1
11758,Japan,University of Mississippi Medical Center,1
11759,Japan,"University of Miyazaki Hospital, UMH",1
11760,Japan,"University of New Mexico, UNM",1
11761,Japan,University of Ottawa Eye Institute,1
11762,Japan,University of Rochester Flaum Eye Institute,1
11763,Japan,University of Tokyo,4
11764,Japan,University of Tsukuba,2
11765,Japan,University of Utah,1
11766,Japan,"University of Utah, UU",1
11767,Japan,University of Vermont Medical Center,1
11768,Japan,"University of Virginia, UV",1
11769,Japan,"University of Wisconsin-Madison, UW",1
11770,Japan,"Università degli Studi di Genova, Clinica Oculistica",1
11771,Japan,"Università di Pisa, UniPi",1
11772,Japan,Universitäts-Augenklinik,1
11773,Japan,"Universitätsklinikum Carl Gustav Carus, Klinik und Poliklinik für Augenheilkunde",1
11774,Japan,"Universitätsklinikum Freiburg, Klinik für Augenheilkunde",1
11775,Japan,Universitätsklinikum Magdeburg AöR,1
11776,Japan,Universitätsklinikum Würzburg,1
11777,Japan,"Universitätsklinikum des Saarlandes, Klinik für Augenheilkunde",1
11778,Japan,Universitätsmedizin Göttingen Georg-August-Universität,1
11779,Japan,"Universitätsmedizin der Johannes Gutenberg-Universität Mainz, Augenklinik und Poliklinik, Mainz",1
11780,Japan,Vancouver Coastal Health Authority,1
11781,Japan,"Vedecká Grantová Agentúra MŠVVaŠ SR a SAV, VEGA",1
11782,Japan,Venture Fund,1
11783,Japan,"Vetenskapsrådet, VR",2
11784,Japan,Veterans Affairs Rheumatology Field Advisory Committee,1
11785,Japan,VitreoRetinal Surgery Foundation,1
11786,Japan,Vitreoretinal Society of India,1
11787,Japan,"WSU School of Medicine, Detroit",1
11788,Japan,"Wakamoto , Otsuka , Topcon (Tokyo, Japan",1
11789,Japan,Wakamoto Pharma,2
11790,Japan,"Wakamoto Pharmaceutical Co., Ltd.",2
11791,Japan,"Wakamoto Pharmaceutical, Wakamoto",1
11792,Japan,"Wake Forest School of Medicine, WFSM",1
11793,Japan,"Wake Forest University, WFU",1
11794,Japan,Wallenberg Clinical Scholars,1
11795,Japan,Washington University Diabetic Cardiovascular Disease Center,1
11796,Japan,"Washington University in St. Louis, WUSTL",1
11797,Japan,Wellcome Trust Case Control Consortium 2,1
11798,Japan,"Wellcome Trust, WT",1
11799,Japan,Western Carolina Retinal Associates PA,1
11800,Japan,Wolfe Eye Clinic,1
11801,Japan,"World Health Organization, WHO",1
11802,Japan,Xiamen University Malaysia,1
11803,Japan,YOKOYAMA Foundation for Clinical Pharmacology,2
11804,Japan,"Yale School of Medicine, YSM",1
11805,Japan,Yamaguchi University Hospital,1
11806,Japan,Yasuaki Ishimaru,1
11807,Japan,Yasuyo Fukuda,1
11808,Japan,"Yukawa Institute for Theoretical Physics, Kyoto University, YITP",1
11809,Japan,Yutaka Umayahara,1
11810,Japan,"ZERIA Pharmaceutical Co., Ltd.",1
11811,Japan,Zafgen,1
11812,Japan,diaTribe Foundation,1
11813,Japan,f r om t he Mi ni st r y of Educat i,1
11814,Japan,first World Consensus Conference,1
11815,Japan,meet,1
11816,Japan,Ögonfonden,1
11817,Jersey,ADUMED Foundation,1
11818,Jersey,ARRA,1
11819,Jersey,Adverum Biotechnologies,1
11820,Jersey,Aerie Pharmaceuticals,1
11821,Jersey,Aerpio Pharmaceuticals,1
11822,Jersey,"Alcon Research Institute, ARI",1
11823,Jersey,Aldeyra Therapeutics,1
11824,Jersey,Alimera Sciences,1
11825,Jersey,"Alimera Sciences, Inc.",1
11826,Jersey,Allegro Pharmaceuticals,1
11827,Jersey,Allergan,2
11828,Jersey,Allergan Foundation,1
11829,Jersey,Alnylam Pharmaceuticals,1
11830,Jersey,"American Diabetes Association, ADA",1
11831,Jersey,Amylin Pharmaceuticals,1
11832,Jersey,Apellis Pharmaceuticals,1
11833,Jersey,Aviceda Therapeutics,1
11834,Jersey,Bausch and Lomb and Santen,1
11835,Jersey,"Bayer Fund, BF",1
11836,Jersey,"Bionic Vision Technologies, Chengdu Kanghong Biotech",1
11837,Jersey,"Boehringer Ingelheim, BI",1
11838,Jersey,"British Heart Foundation, BHF",1
11839,Jersey,Broad Institute of Harvard,1
11840,Jersey,CCRE in TCR-Eye,1
11841,Jersey,"Canadian Institutes of Health Research, IRSC",1
11842,Jersey,"Case Western Reserve University, CWRU",1
11843,Jersey,Centre for Clinical Research Excellence in Translational Clinical Research in Eye Diseases,1
11844,Jersey,Chengdu Kanghong Biotech,1
11845,Jersey,"Clearside Biomedical, Corcept Therapeutics",1
11846,Jersey,"College of Medicine, University of California, Irvine",1
11847,Jersey,Dutch Ophthalmic Research Center,1
11848,Jersey,"European Foundation for the Study of Diabetes, EFSD",1
11849,Jersey,Eye Birth Defects Foundation Inc,1
11850,Jersey,Eye Institute of New Jersey,2
11851,Jersey,EyePoint Pharmaceuticals,1
11852,Jersey,FREEDOMS,1
11853,Jersey,"Foundation Fighting Blindness, FFB",1
11854,Jersey,"Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP",1
11855,Jersey,Genentech,5
11856,Jersey,"GlaxoSmithKline Australia, GSK",1
11857,Jersey,"GlaxoSmithKline, GSK",1
11858,Jersey,Gyroscope Therapeutics,1
11859,Jersey,"Harbor-University of California, Los Angeles Medical Center",1
11860,Jersey,Hartstichting,1
11861,Jersey,"Health Research Council of New Zealand, HRC",1
11862,Jersey,"Heart and Stroke Foundation of Canada, HSF",1
11863,Jersey,"Hjartavernd, IHA",1
11864,Jersey,"Hungarian Scientific Research Fund, OTKA",1
11865,Jersey,"Háskóli Íslands, HI",1
11866,Jersey,"Indiana Clinical and Translational Sciences Institute, CTSI",1
11867,Jersey,Ionis Pharmaceuticals,1
11868,Jersey,"Jackson State University, JSU",1
11869,Jersey,"Johns Hopkins University, JHU",1
11870,Jersey,KalVista,1
11871,Jersey,Kodiak Sciences,1
11872,Jersey,Lincy Foundation,1
11873,Jersey,Lowy Medical Research Institute,1
11874,Jersey,MESA SNP Health Association,1
11875,Jersey,"Magyar Tudományos Akadémia, MTA",1
11876,Jersey,"Massachusetts Institute of Technology, MIT",1
11877,Jersey,"Massachusetts Lions Eye Research Fund, MLERF",1
11878,Jersey,NGM Biopharmaceuticals,1
11879,Jersey,NIH/NIAAA,1
11880,Jersey,NJIT Undergraduate Research and Innovation,1
11881,Jersey,"Nanjing Institute of Technology, NJIT",1
11882,Jersey,"National Aeronautics and Space Administration, NASA",1
11883,Jersey,"National Cancer Institute, NCI",1
11884,Jersey,"National Center for Advancing Translational Sciences, NCATS",1
11885,Jersey,National Center for Research Resources for the General Clinical Research Center,1
11886,Jersey,National Eye Institute of the NIH,1
11887,Jersey,"National Eye Institute, NEI",3
11888,Jersey,"National Health and Medical Research Council, NHMRC",1
11889,Jersey,"National Heart, Lung, and Blood Institute, NHLBI",2
11890,Jersey,"National Human Genome Research Institute, NHGRI",1
11891,Jersey,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",1
11892,Jersey,"National Institute of General Medical Sciences, NIGMS",1
11893,Jersey,"National Institute of Neurological Disorders and Stroke, NINDS",1
11894,Jersey,"National Institute on Aging, NIA",1
11895,Jersey,"National Institute on Alcohol Abuse and Alcoholism, NIAAA",1
11896,Jersey,"National Institute on Minority Health and Health Disparities, NIMHD",1
11897,Jersey,"National Institutes of Health, NIH",6
11898,Jersey,"National Science Foundation, NSF",1
11899,Jersey,Nebraska Center for the Prevention of Obesity Diseases,1
11900,Jersey,Neurotech Pharmaceuticals,1
11901,Jersey,New Jersey Lions Eye Research Foundation,1
11902,Jersey,New Jersey Medical School,1
11903,Jersey,New Zealand Marsden Fund,1
11904,Jersey,"Northwestern University, NU",1
11905,Jersey,Novartis,3
11906,Jersey,ONL Therapeutics,1
11907,Jersey,OccuRx,1
11908,Jersey,Ocular Therapeutix,1
11909,Jersey,"Ohio Lions Eye Research Foundation, OLERF",1
11910,Jersey,"Ophthalmic Research Institute of Australia, ORIA",1
11911,Jersey,Pfizer,1
11912,Jersey,PolyPhotonix,1
11913,Jersey,Regeneron Pharmaceuticals,2
11914,Jersey,"Research to Prevent Blindness, Inc. , New York, New York",1
11915,Jersey,"Research to Prevent Blindness, RPB",3
11916,Jersey,Roche,1
11917,Jersey,Samsung Bioepis,1
11918,Jersey,Santen,2
11919,Jersey,Southern California Diabetes Endocrinology Research Center,1
11920,Jersey,Southern California Diabetes Research Center,1
11921,Jersey,TRANSFORMS,1
11922,Jersey,Tier 2 Canada Research Chair,1
11923,Jersey,Tougaloo College,1
11924,Jersey,"U.S. Department of Health and Human Services, HHS",1
11925,Jersey,University of Mississippi Medical Center,1
11926,Jersey,"University of New Mexico, UNM",1
11927,Jersey,"University of Rhode Island, URI",1
11928,Jersey,Venture Fund,1
11929,Jersey,Verana Health,1
11930,Jersey,Wake Forest School of Medicine Center for Public Health Genomics,1
11931,Jersey,"Wake Forest School of Medicine, WFSM",1
11932,Jersey,"Wake Forest University, WFU",1
11933,Jersey,Wellcome Trust Case Control Consortium 2,1
11934,Jersey,"Wellcome Trust, WT",1
11935,Jordan,Carl Marshall and Mildred Almen Reeves Foundation,1
11936,Jordan,Laboratory Medicine,1
11937,Jordan,"National Institutes of Health, NIH",1
11938,Jordan,"Office of the Director, OD",1
11939,Jordan,"Research to Prevent Blindness, RPB",1
11940,Jordan,"Retina Research Foundation, RRF",1
11941,Jordan,UW Department of Pathology,1
11942,Jordan,"University of Wisconsin Carbone Cancer Center, UWCCC",1
11943,Jordan,University of Wisconsin Translational Research Initiatives,1
11944,Kenya,Atsufumi Kawamura,1
11945,Kenya,"British Council for Prevention of Blindness, BCPB",2
